Sentence #	Word	Pos	Tag
	U	Sl	O
	ekonomskoj	Agpfsly	O
	krizi	Ncfsl	O
	muškarci	Ncmpn	O
	gube	Vmr3p	O
	radna	Agpnpay	O
	mesta	Ncnpa	O
	,	Z	O
	a	Cc	O
	žene	Ncfpn	O
	nose	Vmr3p	O
	još	Rgp	O
	veći	Agcmsayn	O
	teret	Ncmsan	O
	ekonomskog	Agpmsgy	O
	opstanka	Ncmsg	O
	porodica	Ncfpg	O
	"	Z	O
	,	Z	O
	rekla	Vmp-sf	O
	je	Var3s	O
	menadžerka	Ncfsn	O
	projekta	Ncmsg	O
	MŽB	Npmsn	B-org
	Sanela	Npfsn	B-per
	Ajkunić	Npfsn	I-per
	.	Z	O
Sentence: 1526	Prema	Sl	O
	podacima	Ncmpl	O
	MŽB	Npmsn	B-org
	,	Z	O
	žene	Ncfpn	O
	u	Sl	O
	BiH	Npfsl	B-loc
	uglavnom	Rgp	O
	se	Px--sa	O
	bave	Vmr3p	O
	poljoprivredom	Ncfsi	O
	,	Z	O
	a	Cc	O
	potom	Rgp	O
	proizvodnjom	Ncfsi	O
	i	Cc	O
	trgovinom	Ncfsi	O
	i	Cc	O
	uslugama	Ncfpi	O
	.	Z	O
Sentence: 1527	Skoro	Rgp	O
	dve	Mlcf-n	O
	trećine	Ncfsg	O
	živi	Vmr3s	O
	u	Sl	O
	ruralnim	Agpnply	O
	područjima	Ncnpl	O
	.	Z	O
Sentence: 1528	Diplomatija	Ncfsn	O
	:	Z	O
	Papandreu	Npmsn	B-per
	kaže	Vmr3s	O
	da	Cs	O
	region	Ncmsn	O
	treba	Vmr3s	O
	da	Cs	O
	gleda	Vmr3s	O
	u	Sa	O
	budućnost	Ncfsa	O
Sentence: 1529	Tokom	Sg	O
	posete	Ncfsg	O
	Beogradu	Npmsd	B-loc
	grčki	Agpmsny	O
	premijer	Ncmsn	O
	ponovio	Vmp-sm	O
	je	Var3s	O
	uslove	Ncmpa	O
	za	Sa	O
	članstvo	Ncnsa	O
	u	Sl	O
	EU	Npmsn	B-org
	i	Cc	O
	pozvao	Vmp-sm	O
	zemlje	Ncfpa	O
	zapadnog	Agpmsgy	O
	Balkana	Npmsg	B-loc
	da	Cs	O
	ostave	Vmr3p	O
	sukobe	Ncmpa	O
	iza	Sg	O
	sebe	Px--sg	O
	.	Z	O
Sentence: 1530	Takođe	Rgp	O
	ove	Pd-fsg	O
	nedelje	Ncfsg	O
	:	Z	O
	makedonski	Agpmsny	O
	premijer	Ncmsn	O
	Nikola	Npmsn	B-per
	Gruevski	Npmsn	I-per
	boravio	Vmp-sm	O
	u	Sl	O
	poseti	Ncfsl	O
	Tel	Npmsd	B-loc
	Avivu	Npmsd	I-loc
	kako	Cs	O
	bi	Vaa3s	O
	promovisao	Vmp-sm	O
	poslovne	Agpfpay	O
	mogućnosti	Ncfpa	O
	.	Z	O
Sentence: 1531	Grčki	Agpmsny	O
	premijer	Ncmsn	O
	Jorgos	Npmsn	B-per
	Papandreu	Npmsn	I-per
	(	Z	O
	levo	Rgp	O
	)	Z	O
	pozira	Vmr3s	O
	sa	Si	O
	svojim	Px-msi	O
	srpskim	Agpmsiy	O
	kolegom	Ncmsi	O
	Mirkom	Npmsi	B-per
	Cvetkovićem	Npmsi	I-per
	uoči	Sg	O
	njihovog	Ps3msg	O
	sastanka	Ncmsg	O
	u	Sl	O
	Beogradu	Npmsl	B-loc
	u	Sa	O
	ponedeljak	Ncmsan	O
	(	Z	O
	4.	Mdo	O
	januara	Ncmsg	O
	)	Z	O
	.	Z	O
Sentence: 1532	Papandreu	Npmsn	B-per
	je	Var3s	O
	izjavio	Vmp-sm	O
	da	Cs	O
	je	Var3s	O
	2014.	Mdo	O
	ciljna	Agpfsny	O
	godina	Ncfsn	O
	za	Sa	O
	pridruživanje	Ncnsa	O
	svih	Pi-fpg	O
	zemalja	Ncfpg	O
	zapadnog	Agpmsgy	O
	Balkana	Npmsg	B-loc
	EU	Npmsn	B-org
	.	Z	O
Sentence: 1533	Grčki	Agpmsny	O
	premijer	Ncmsn	O
	Jorgos	Npmsn	B-per
	Papandreu	Npmsn	I-per
	doputovao	Vmp-sm	O
	je	Var3s	O
	u	Sa	O
	ponedeljak	Ncmsan	O
	(	Z	O
	4.	Mdo	O
	januara	Ncmsg	O
	)	Z	O
	u	Sa	O
	Beograd	Npmsan	B-loc
	da	Cs	O
	bi	Vaa3s	O
	prisustvovao	Vmp-sm	O
	ambasadorskoj	Agpfsdy	O
	konferenciji	Ncfsd	O
	koju	Pi-fsa	O
	je	Var3s	O
	organizovalo	Vmp-sn	O
	ministarstvo	Ncnsn	O
	inostranih	Agpmpgy	O
	poslova	Ncmpg	O
	Srbije	Npfsg	B-loc
	.	Z	O
Sentence: 1534	On	Pp3msn	O
	se	Px--sa	O
	takođe	Rgp	O
	sastao	Vmp-sm	O
	sa	Si	O
	premijerom	Ncmsi	O
	Mirkom	Npmsi	B-per
	Cvetkovićem	Npmsi	I-per
	,	Z	O
	predsednikom	Ncmsi	O
	Borisom	Npmsi	B-per
	Tadićem	Npmsi	I-per
	i	Cc	O
	ministrom	Ncmsi	O
	inostranih	Agpmpgy	O
	poslova	Ncmpg	O
	Vukom	Npmsi	B-per
	Jeremićem	Npmsi	I-per
	.	Z	O
Sentence: 1535	Govoreći	Rr	O
	na	Sl	O
	konferenciji	Ncfsl	O
	,	Z	O
	Papandreu	Npmsn	B-per
	je	Var3s	O
	pozvao	Vmp-sm	O
	zemlje	Ncfpa	O
	zapadnog	Agpmsgy	O
	Balkana	Npmsg	B-loc
	da	Cs	O
	ostave	Vmr3p	O
	sukobe	Ncmpa	O
	iza	Sg	O
	sebe	Px--sg	O
	.	Z	O
Sentence: 1536	On	Pp3msn	O
	je	Var3s	O
	ukazao	Vmp-sm	O
	da	Cs	O
	uslovi	Ncmpn	O
	za	Sa	O
	članstvo	Ncnsa	O
	u	Sl	O
	EU	Npmsn	B-org
	uključuju	Vmr3p	O
	poštovanje	Ncnsa	O
	ljudskih	Agpnpgy	O
	i	Cc	O
	manjinskih	Agpnpgy	O
	prava	Ncnpg	O
	,	Z	O
	kao	Cs	O
	i	Cc	O
	napore	Ncmpa	O
	u	Sl	O
	borbi	Ncfsl	O
	protiv	Sg	O
	ilegalne	Agpfsgy	O
	imigracije	Ncfsg	O
	,	Z	O
	organizovanog	Agpmsgy	O
	kriminala	Ncmsg	O
	i	Cc	O
	korupcije	Ncfsg	O
	.	Z	O
Sentence: 1537	Makedonski	Agpmsny	O
	premijer	Ncmsn	O
	Nikola	Npmsn	B-per
	Gruevski	Npmsn	I-per
	boravio	Vmp-sm	O
	je	Var3s	O
	u	Sa	O
	ponedeljak	Ncmsan	O
	(	Z	O
	4.	Mdo	O
	januara	Ncmsg	O
	)	Z	O
	u	Sl	O
	Tel	Npmsl	B-loc
	Avivu	Npmsl	I-loc
	da	Cs	O
	bi	Vaa3s	O
	promovisao	Vmp-sm	O
	ekonomske	Agpfpay	O
	mogućnosti	Ncfpa	O
	u	Sl	O
	svojoj	Px-fsl	O
	zemlji	Ncfsl	O
	.	Z	O
Sentence: 1538	Govoreći	Rr	O
	na	Sl	O
	poslovnom	Agpmsly	O
	forumu	Ncmsl	O
	,	Z	O
	on	Pp3msn	O
	je	Var3s	O
	istakao	Vmp-sm	O
	da	Cs	O
	je	Var3s	O
	Makedonija	Npfsn	B-loc
	potpisala	Vmp-sf	O
	tri	Mlc	O
	multilateralna	Agpmsgn	O
	sporazuma	Ncmsg	O
	o	Sl	O
	slobodnoj	Agpfsly	O
	trgovini	Ncfsl	O
	i	Cc	O
	stvorila	Vmp-sf	O
	povoljne	Agpmpay	O
	uslove	Ncmpa	O
	za	Sa	O
	strane	Agpmpay	O
	investitore	Ncmpa	O
	u	Sl	O
	zonama	Ncfpl	O
	tehnološko-industrijskog	Agpmsgy	O
	razvoja	Ncmsg	O
	.	Z	O
Sentence: 1539	Potpredsednik	Ncmsn	O
	vlade	Ncfsg	O
	i	Cc	O
	ministar	Ncmsn	O
	za	Sa	O
	ekonomske	Agpmpay	O
	poslove	Ncmpa	O
	Vladimir	Npmsn	B-per
	Peševski	Npmsn	I-per
	i	Cc	O
	direktor	Ncmsn	O
	Agencije	Ncfsg	B-org
	za	Sa	I-org
	strana	Agpnpay	I-org
	ulaganja	Ncnpa	I-org
	Viktor	Npmsn	B-per
	Mizo	Npmsn	I-per
	takođe	Rgp	O
	su	Var3p	O
	se	Px--sa	O
	obratili	Vmp-pm	O
	učesnicima	Ncmpd	O
	foruma	Ncmsg	O
	.	Z	O
Sentence: 1540	Predsednici	Ncmpn	O
	zemalja	Ncfpg	O
	regiona	Ncmsg	O
	neće	Var3p	O
	se	Px--sa	O
	sastati	Vmn	O
	na	Sl	O
	Kosovu	Npnsl	B-loc
	8.	Mdo	O
	januara	Ncmsg	O
	kao	Cs	O
	što	Cs	O
	je	Var3s	O
	bilo	Vap-sn	O
	prvobitno	Rgp	O
	planirano	Appnsny	O
	,	Z	O
	izvestio	Vmp-sm	O
	je	Var3s	O
	u	Sa	O
	utorak	Ncmsan	O
	(	Z	O
	5.	Mdo	O
	januara	Ncmsg	O
	)	Z	O
	Info	Npmsn	B-org
	Pres	Npmsn	I-org
	,	Z	O
	navodeći	Rr	O
	da	Cs	O
	je	Var3s	O
	samit	Ncmsn	O
	odložen	Appmsnn	O
	do	Sg	O
	februara	Ncmsg	O
	ili	Cc	O
	početka	Ncmsg	O
	marta	Ncmsg	O
	.	Z	O
Sentence: 1541	Učešće	Ncnsn	O
	na	Sl	O
	sastanku	Ncmsl	O
	već	Rgp	O
	su	Var3p	O
	bili	Vap-pm	O
	potvrdili	Vmp-pm	O
	predsednik	Ncmsn	O
	Albanije	Npfsg	B-loc
	Bamir	Npmsn	B-per
	Topi	Npmsn	I-per
	,	Z	O
	predsednik	Ncmsn	O
	Makedonije	Npfsg	B-loc
	Đorđe	Npmsn	B-per
	Ivanov	Npmsn	I-per
	i	Cc	O
	predsednik	Ncmsn	O
	Crne	Agpfsgy	B-loc
	Gore	Ncfsg	I-loc
	Filip	Npmsn	B-per
	Vujanović	Npmsn	I-per
	.	Z	O
Sentence: 1542	Iz	Sg	O
	kancelarije	Ncfsg	O
	predsednika	Ncmsg	O
	Fatmira	Npmsg	B-per
	Sejdiua	Npmsg	I-per
	potvrđeno	Appnsny	O
	je	Var3s	O
	da	Cs	O
	je	Var3s	O
	jedini	Agpmsny	O
	predsednik	Ncmsn	O
	koji	Pi-msn	O
	će	Var3s	O
	posetiti	Vmn	O
	Kosovo	Npnsa	B-loc
	ove	Pd-fsg	O
	nedelje	Ncfsg	O
	odlazeći	Agpmsny	O
	hrvatski	Agpmsny	O
	predsednik	Ncmsn	O
	Stipe	Npmsn	B-per
	Mesić	Npmsn	I-per
	.	Z	O
Sentence: 1543	Saudijski	Agpmsny	O
	kralj	Ncmsn	O
	Abdulah	Npmsn	B-per
	bin	X	I-per
	Abdulaziz	Npmsn	I-per
	sastao	Vmp-sm	O
	se	Px--sa	O
	u	Sa	O
	nedelju	Ncfsa	O
	(	Z	O
	3.	Mdo	O
	januara	Ncmsg	O
	)	Z	O
	sa	Si	O
	turskim	Agpmsiy	O
	ministrom	Ncmsi	O
	inostranih	Agpmpgy	O
	poslova	Ncmpg	O
	Ahmetom	Npmsi	B-per
	Davutogluom	Npmsi	I-per
	.	Z	O
Sentence: 1544	Razgovori	Ncmpn	O
	su	Var3p	O
	bili	Vap-pm	O
	usmereni	Appmpny	O
	na	Sa	O
	bilateralne	Agpfpay	O
	veze	Ncfpa	O
	i	Cc	O
	situaciju	Ncfsa	O
	na	Sl	O
	Bliskom	Agpmsly	B-loc
	istoku	Ncmsl	I-loc
	.	Z	O
Sentence: 1545	Davutoglu	Npmsn	B-per
	se	Px--sa	O
	u	Sa	O
	subotu	Ncfsa	O
	sastao	Vmp-sm	O
	sa	Si	O
	kolegom	Ncmsi	O
	Saudom	Npmsi	B-per
	Al	X	I-per
	Fajsalom	Npmsi	I-per
	kako	Cs	O
	bi	Vaa3p	O
	razmotrili	Vmp-pm	O
	niz	Ncmsan	O
	pitanja	Ncnpg	O
	,	Z	O
	uključujući	Rr	O
	saradnju	Ncfsa	O
	u	Sl	O
	politici	Ncfsl	O
	,	Z	O
	ekonomiji	Ncfsl	O
	,	Z	O
	trgovini	Ncfsl	O
	,	Z	O
	kulturi	Ncfsl	O
	i	Cc	O
	diplomatiji	Ncfsl	O
	.	Z	O
Sentence: 1546	Hrvatski	Agpmsny	O
	predsednik	Ncmsn	O
	Stipe	Npmsn	B-per
	Mesić	Npmsn	I-per
	primio	Vmp-sm	O
	je	Var3s	O
	u	Sa	O
	utorak	Ncmsan	O
	(	Z	O
	29.	Mdo	O
	decembra	Ncmsg	O
	)	Z	O
	akreditive	Ncmpa	O
	prvog	Mlomsg	O
	kosovskog	Agpmsgy	O
	ambasadora	Ncmsg	O
	u	Sl	O
	Hrvatskoj	Npfsl	B-loc
	Valdeta	Npmsg	B-per
	Sadikua	Npmpg	I-per
	.	Z	O
Sentence: 1547	Taj	Pd-msn	O
	diplomata	Ncmsn	O
	se	Px--sa	O
	zahvalio	Vmp-sm	O
	Hrvatskoj	Npfsd	B-loc
	na	Sl	O
	podršci	Ncfsl	O
	.	Z	O
Sentence: 1548	Zagreb	Npmsn	B-loc
	je	Var3s	O
	priznao	Vmp-sm	O
	nezavisnost	Ncfsa	O
	Kosova	Npnsg	B-loc
	u	Sl	O
	martu	Ncmsl	O
	2008.	Mdo	O
	i	Cc	O
	uspostavio	Vmp-sm	O
	diplomatske	Agpmpay	O
	odnose	Ncmpa	O
	sa	Si	O
	Prištinom	Npfsi	B-loc
	u	Sl	O
	junu	Ncmsl	O
	iste	Agpfsgy	O
	godine	Ncfsg	O
	.	Z	O
Sentence: 1549	Novoizabrani	Agpmsny	O
	kosovski	Agpmsny	O
	ambasador	Ncmsn	O
	u	Sl	O
	Sloveniji	Npfsl	B-loc
	Anton	Npmsn	B-per
	Beriša	Npmsn	I-per
	sastao	Vmp-sm	O
	se	Px--sa	O
	u	Sa	O
	utorak	Ncmsan	O
	(	Z	O
	5.	Mdo	O
	januara	Ncmsg	O
	)	Z	O
	sa	Si	O
	predsednikom	Ncmsi	O
	Danilom	Npmsi	B-per
	Turkom	Npmsi	I-per
	u	Sl	O
	Ljubljani	Npfsl	B-loc
	.	Z	O
Sentence: 1550	Slovenija	Npfsn	B-loc
	je	Var3s	O
	priznala	Vmp-sf	O
	Kosovo	Npnsa	B-loc
	2008.	Mdo	O
	godine	Ncfsg	O
	.	Z	O
Sentence: 1551	Bugarska	Npfsn	B-loc
	na	Sl	O
	raskršću	Ncnsl	O
	u	Sl	O
	pogledu	Ncmsl	O
	projekta	Ncmsg	O
	Belene	Npnsn	B-loc
Sentence: 1552	Dilema	Ncfsn	O
	Bugarske	Npfsg	B-loc
	je	Var3s	O
	da	Cs	O
	li	Qq	O
	da	Cs	O
	zaboravi	Vmr3s	O
	milijardu	Ncfsa	O
	evra	Ncmpg	O
	koju	Pi-fsa	O
	je	Var3s	O
	uložila	Vmp-sf	O
	u	Sa	O
	izgradnju	Ncfsa	O
	nuklearne	Agpfsgy	O
	elektrane	Ncfsg	O
	Belene	Npnsn	B-loc
	i	Cc	O
	odustane	Vmr3s	O
	od	Sg	O
	projekta	Ncmsg	O
	ili	Cc	O
	da	Cs	O
	pronađe	Vmr3s	O
	način	Ncmsan	O
	da	Cs	O
	ga	Pp3msa	O
	ostvari	Vmr3s	O
	uz	Sa	O
	pomoć	Ncfsa	O
	Rusije	Npfsg	B-loc
	.	Z	O
Sentence: 1553	Ministar	Ncmsn	O
	energetike	Ncfsg	O
	Trajčo	Npmsn	B-per
	Trajkov	Npmsn	I-per
	i	Cc	O
	nacija	Ncfsn	O
	razmatraju	Vmr3p	O
	opcije	Ncfpa	O
	.	Z	O
Sentence: 1554	Radnici	Ncmpn	O
	na	Sl	O
	gradilištu	Ncnsl	O
	druge	Mlofsg	O
	bugarske	Agpfsgy	O
	nuklearne	Agpfsgy	O
	elektrane	Ncfsg	O
	u	Sl	O
	blizini	Ncfsl	O
	Belena	Npnsg	B-loc
	.	Z	O
Sentence: 1555	Bugarska	Npfsn	B-loc
	mora	Vmr3s	O
	da	Cs	O
	odluči	Vmr3s	O
	da	Cs	O
	li	Qq	O
	će	Var3s	O
	nastaviti	Vmn	O
	izgradnju	Ncfsa	O
	nuklearne	Agpfsgy	O
	elektrane	Ncfsg	O
	Belene	Npnsn	B-loc
	sa	Si	O
	ruskim	Agpnpiy	O
	sredstvima	Ncnpi	O
	dok	Cs	O
	ne	Qz	O
	bude	Var3s	O
	izabran	Appmsnn	O
	novi	Agpmsny	O
	strateški	Agpmsny	O
	investitor	Ncmsn	O
	ili	Cc	O
	će	Var3s	O
	suspendovati	Vmn	O
	projekat	Ncmsan	O
	,	Z	O
	izjavio	Vmp-sm	O
	je	Var3s	O
	u	Sa	O
	nedelju	Ncfsa	O
	(	Z	O
	28.	Mdo	O
	februar	Ncmsn	O
	)	Z	O
	bugarski	Agpmsny	O
	ministar	Ncmsn	O
	ekonomije	Ncfsg	O
	,	Z	O
	energetike	Ncfsg	O
	i	Cc	O
	turizma	Ncmsg	O
	Trajčo	Npmsn	B-per
	Trajkov	Npmsn	I-per
	.	Z	O
Sentence: 1556	Njegova	Ps3fsn	O
	izjava	Ncfsn	O
	usledila	Vmp-sf	O
	je	Var3s	O
	manje	Rgc	O
	od	Sg	O
	deset	Mlc	O
	dana	Ncmpg	O
	nakon	Cs	O
	što	Cs	O
	je	Var3s	O
	Rusija	Npfsn	B-loc
	ponudila	Vmp-sf	O
	1,9	Mdc	O
	milijardi	Ncfpg	O
	evra	Ncmpg	O
	za	Sa	O
	završavanje	Ncnsa	O
	izgradnje	Ncfsg	O
	,	Z	O
	koja	Pi-fsn	O
	treba	Vmr3s	O
	da	Cs	O
	bude	Var3s	O
	okončana	Appfsny	O
	do	Sg	O
	kraja	Ncmsg	O
	2011.	Mdo	O
	godine	Ncfsg	O
	.	Z	O
Sentence: 1557	Bugarska	Npfsn	B-loc
	neće	Var3s	O
	pružiti	Vmn	O
	bilo	Qo	O
	kakve	Pi-mpa	O
	državne	Agpfpgy	O
	ili	Cc	O
	korporativne	Agpfpgy	O
	garancije	Ncfsg	O
	za	Sa	O
	dobijanje	Ncnsa	O
	tih	Pd-npg	O
	sredstava	Ncnpg	O
	,	Z	O
	rekao	Vmp-sm	O
	je	Var3s	O
	Trajkov	Npmsn	B-per
	posle	Sg	O
	razgovora	Ncmsg	O
	sa	Si	O
	ruskim	Agpmsiy	O
	ministrom	Ncmsi	O
	energetike	Ncfsg	O
	Sergejem	Npmsi	B-per
	Šmatkom	Npmsi	I-per
	.	Z	O
Sentence: 1558	Razgovorima	Ncmpi	O
	,	Z	O
	održanim	Appmpiy	O
	19.	Mdo	O
	februara	Ncmsg	O
	u	Sl	O
	Sofiji	Npfsl	B-loc
	,	Z	O
	takođe	Rgp	O
	je	Var3s	O
	prisustvovao	Vmp-sm	O
	Sergej	Npmsn	B-per
	Kirijenko	Npmsn	I-per
	,	Z	O
	direktor	Ncmsn	O
	Rosatoma	Npmsg	B-org
	,	Z	O
	regulatornog	Agpnsgy	O
	tela	Ncnsg	O
	ruske	Agpfsgy	O
	nuklearne	Agpfsgy	O
	industrije	Ncfsg	O
	.	Z	O
Sentence: 1559	Opisujući	Rr	O
	ponudu	Ncfsa	O
	kao	Cs	O
	"	Z	O
	jedinstvenu	Agpfsay	O
	"	Z	O
	,	Z	O
	Trajkov	Npmsn	B-per
	je	Var3s	O
	ponovo	Rgp	O
	u	Sa	O
	nedelju	Ncfsa	O
	izjavio	Vmp-sm	O
	da	Cs	O
	Bugarska	Npfsn	B-loc
	niti	Cc	O
	može	Vmr3s	O
	da	Cs	O
	priušti	Vmr3s	O
	--	Z	O
	niti	Cc	O
	je	Var3s	O
	voljna	Agpfsny	O
	--	Z	O
	da	Cs	O
	uloži	Vmr3s	O
	još	Rgp	O
	novca	Ncmsg	O
	u	Sa	O
	taj	Pd-msan	O
	vrlo	Rgp	O
	kontroverzan	Agpmsann	O
	projekat	Ncmsan	O
	.	Z	O
Sentence: 1560	Martin	Npmsn	B-per
	Dimitrov	Npmsn	I-per
	,	Z	O
	lider	Ncmsn	O
	bugarske	Agpfsgy	O
	desničarske	Agpfsgy	O
	Unije	Ncfsg	B-org
	demokratskih	Agpfpgy	I-org
	snaga	Ncfpg	I-org
	(	Z	O
	UDF	Npmsn	B-org
	)	Z	O
	,	Z	O
	žestoki	Agpmsny	O
	je	Var3s	O
	kritičar	Ncmsn	O
	projekta	Ncmsg	O
	i	Cc	O
	sporazuma	Ncmsg	O
	sa	Si	O
	Rusijom	Npfsi	B-loc
	.	Z	O
Sentence: 1561	"	Z	O
	[	Z	O
	Celokupna	Agpfsny	O
	]	Z	O
	EU	Npmsn	B-org
	se	Px--sa	O
	fokusira	Vmr3s	O
	na	Sa	O
	alternativne	Agpmpay	O
	energetske	Agpmpay	O
	izvore	Ncmpa	O
	,	Z	O
	samo	Rgp	O
	naša	Ps1fsn	O
	vlada	Ncfsn	O
	gradi	Vmr3s	O
	drugu	Mlofsa	O
	nuklearnu	Agpfsay	O
	elektranu	Ncfsa	O
	"	Z	O
	,	Z	O
	rekao	Vmp-sm	O
	je	Var3s	O
	Dimitrov	Npmsn	B-per
	prošle	Agpfsgy	O
	nedelje	Ncfsg	O
	pozivajući	Rr	O
	na	Sa	O
	hitnu	Agpfsay	O
	obustavu	Ncfsa	O
	projekta	Ncmsg	O
	Belene	Npnsn	B-loc
	.	Z	O
Sentence: 1562	"	Z	O
	Bugarska	Npfsn	B-loc
	će	Var3s	O
	morati	Vmn	O
	da	Cs	O
	plati	Vmr3s	O
	cenu	Ncfsa	O
	toga	Pd-nsg	O
	što	Pi3n-n	O
	postaje	Vmr3s	O
	ruski	Agpmsny	O
	trojanski	Agpmsny	O
	konj	Ncmsn	O
	u	Sl	O
	EU	Npmsn	B-org
	.	Z	O
	"	Z	O
Sentence: 1563	Lider	Ncmsn	O
	UDF	Npmsn	B-org
	--	Z	O
	predsednik	Ncmsn	O
	ekonomskog	Agpmsgy	O
	odbora	Ncmsg	O
	parlamenta	Ncmsg	O
	--	Z	O
	istakao	Vmp-sm	O
	je	Var3s	O
	da	Cs	O
	Bugarska	Npfsn	B-loc
	pokriva	Vmr3s	O
	oko	Rgp	O
	60	Mdc	O
	odsto	Rgp	O
	svojih	Px-fpg	O
	energetskih	Agpfpgy	O
	potreba	Ncfpg	O
	sa	Si	O
	sadašnjom	Agpfsiy	O
	proizvodnjom	Ncfsi	O
	struje	Ncfsg	O
	.	Z	O
Sentence: 1564	Ne	Qz	O
	postoji	Vmr3s	O
	potreba	Ncfsn	O
	za	Si	O
	novim	Agpmsiy	O
	nuklearnim	Agpmsiy	O
	objektom	Ncmsi	O
	,	Z	O
	rekao	Vmp-sm	O
	je	Var3s	O
	on	Pp3msn	O
	.	Z	O
Sentence: 1565	Posebno	Rgp	O
	objektom	Ncmsi	O
	,	Z	O
	dodao	Vmp-sm	O
	je	Var3s	O
	Dimitrov	Npmsn	B-per
	,	Z	O
	koji	Pi-msn	O
	koristi	Vmr3s	O
	zastarelu	Agpfsay	O
	rusku	Agpfsay	O
	tehnologiju	Ncfsa	O
	.	Z	O
Sentence: 1566	Aktivisti	Ncmpn	O
	za	Sa	O
	zaštitu	Ncfsa	O
	životne	Agpfsgy	O
	sredine	Ncfsg	O
	takođe	Rgp	O
	se	Px--sa	O
	snažno	Rgp	O
	protive	Vmr3p	O
	tome	Pd-nsd	O
	,	Z	O
	ističući	Rr	O
	da	Cs	O
	se	Px--sa	O
	grad	Ncmsn	O
	Belene	Npnsn	B-loc
	nalazi	Vmr3s	O
	u	Sl	O
	oblasti	Ncfsl	O
	sa	Si	O
	visokim	Agpfpiy	O
	seizmičkim	Agpfpiy	O
	aktivnostima	Ncfpi	O
	.	Z	O
Sentence: 1567	Bugarska	Npfsn	B-loc
	se	Px--sa	O
	tako	Rgp	O
	sada	Rgp	O
	suočava	Vmr3s	O
	sa	Si	O
	dilemom	Ncfsi	O
	da	Cs	O
	li	Qq	O
	da	Cs	O
	pretrpi	Vmr3s	O
	gubitak	Ncmsan	O
	od	Sg	O
	milijardu	Ncfsa	O
	evra	Ncmsg	O
	,	Z	O
	koliko	Rgp	O
	je	Var3s	O
	do	Sg	O
	sada	Rgp	O
	investirala	Vmp-sf	O
	u	Sa	O
	projekat	Ncmsan	O
	i	Cc	O
	odustane	Vmr3s	O
	.	Z	O
Sentence: 1568	Ili	Cc	O
	,	Z	O
	rekao	Vmp-sm	O
	je	Var3s	O
	Trajkov	Npmsn	B-per
	u	Sl	O
	intervjuu	Ncmsl	O
	sofijskoj	Agpfsdy	O
	Novoj	Agpfsdy	B-org
	TV	Npmsn	I-org
	,	Z	O
	da	Cs	O
	pronađe	Vmr3s	O
	drugi	Mlomsan	O
	put	Ncmsan	O
	.	Z	O
Sentence: 1569	Trenutno	Rgp	O
	je	Var3s	O
	,	Z	O
	kako	Rgp	O
	se	Px--sa	O
	čini	Vmr3s	O
	,	Z	O
	Rusija	Npfsn	B-loc
	taj	Pd-msn	O
	put	Ncmsn	O
	.	Z	O
Sentence: 1570	Trajkov	Npmsn	B-per
	je	Var3s	O
	u	Sa	O
	petak	Ncmsan	O
	rekao	Vmp-sm	O
	parlamentu	Ncmsd	O
	da	Cs	O
	će	Var3s	O
	se	Px--sa	O
	zemlja	Ncfsn	O
	,	Z	O
	ako	Cs	O
	se	Px--sa	O
	donese	Vmr3s	O
	odluka	Ncfsn	O
	o	Sl	O
	ukidanju	Ncnsl	O
	projekta	Ncmsg	O
	Belene	Npnsn	B-loc
	,	Z	O
	opet	Rgp	O
	suočiti	Vmn	O
	sa	Si	O
	isplatom	Ncfsi	O
	ugovornih	Agpfpgy	O
	rata	Ncfpg	O
	koje	Pi-fpn	O
	bi	Vaa3p	O
	mogle	Vmp-pf	O
	dostići	Vmn	O
	još	Rgp	O
	milijardu	Ncfsa	O
	evra	Ncmpg	O
	.	Z	O
Sentence: 1571	Ako	Cs	O
	se	Px--sa	O
	prihvati	Vmr3s	O
	ponuda	Ncfsn	O
	Rusije	Npfsg	B-loc
	,	Z	O
	ukazao	Vmp-sm	O
	je	Var3s	O
	on	Pp3msn	O
	,	Z	O
	kredit	Ncmsn	O
	će	Var3s	O
	biti	Van	O
	plaćen	Appmsnn	O
	kroz	Sa	O
	profit	Ncmsan	O
	--	Z	O
	ako	Cs	O
	ga	Pp3msa	O
	bude	Var3s	O
	bilo	Vap-sn	O
	--	Z	O
	iz	Sg	O
	Belena	Npnsg	B-loc
	.	Z	O
Sentence: 1572	"	Z	O
	To	Pd-nsn	O
	je	Var3s	O
	rizik	Ncmsn	O
	koji	Pi-msn	O
	će	Var3s	O
	preuzeti	Vmn	O
	kreditor	Ncmsn	O
